==PROF== Connected to process 62026 (/home/hemeng/Documents/hemeng/mixed-precision-test/spmv_mix_precision_test/cusparse/bin/exe_spmv_cusparse_16BF_32_32)
2,4,8,1000005,1000005,3105536,32.6099,0.190466
==PROF== Disconnected from process 62026
==PROF== Report: /home/hemeng/Documents/hemeng/mixed-precision-test/spmv_mix_precision_test/cusparse/bin/test.ncu-rep
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","cycle/second","10,227,848,101.27",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","cycle/second","2,205,935,941.70",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","67,154",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","83.94",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","83.94",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","nsecond","30,336",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","28.98",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","37.00",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","62,112.83",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","26.89",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section."
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved  close to 0% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis."
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","Compute Workload Analysis","Executed Ipc Active","inst/cycle","0.70",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.65",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","Compute Workload Analysis","Issue Slots Busy","%","17.48",
"0","62026","exe_spmv_cusparse_16BF_32_32","127.0.0.1","void cusparse::csrmv_v3_kernel<(bool)0, int, int, cusparse::Bfloat, cusparse::Bfloat, float, float, void>(cusparse::KernelCoeffs<T7>, const T3 *, const T2 *, const T3 *, const T4 *, T2, int, int, const T5 *, T6 *, T3 *, T7 *)","1","7","(128, 1, 1)","(3033, 1, 1)","0","8.9","Compute Workload Analysis","Issued Ipc Active","inst/cycle","0.70",
