/ssget/MM/Grund/poli4/poli4.cbd,175255
/ssget/MM/Grund/b_dyn/b_dyn.cbd,16151
/ssget/MM/Grund/meg4/meg4.cbd,2499286
/ssget/MM/Grund/meg1/meg1.cbd,1069428
/ssget/MM/Grund/poli_large/poli_large.cbd,78904
/ssget/MM/Grund/d_dyn/d_dyn.cbd,656
/ssget/MM/Grund/poli3/poli3.cbd,97492
/ssget/MM/Grund/d_dyn1/d_dyn1.cbd,656
/ssget/MM/Grund/bayer09/bayer09.cbd,152791
/ssget/MM/Grund/poli/poli.cbd,15718
/ssget/MM/Grund/bayer04/bayer04.cbd,1229713
/ssget/MM/Grund/d_ss/d_ss.cbd,430
/ssget/MM/Grund/bayer06/bayer06.cbd,281407
/ssget/MM/Grund/b2_ss/b2_ss.cbd,15855
/ssget/MM/Grund/b1_ss/b1_ss.cbd,33
/ssget/MM/Grund/bayer07/bayer07.cbd,281667
/ssget/MM/Grund/bayer10/bayer10.cbd,663922
/ssget/MM/Grund/bayer01/bayer01.cbd,1322316
/ssget/MM/Grund/bayer05/bayer05.cbd,281667
/ssget/MM/Grund/bayer02/bayer02.cbd,291230
/ssget/MM/Grund/bayer03/bayer03.cbd,507730
/ssget/MM/Grund/bayer08/bayer08.cbd,281407
/ssget/MM/SNAP/soc-Pokec/soc-Pokec.cbd,1780294899
/ssget/MM/SNAP/ca-HepPh/ca-HepPh.cbd,30795430
/ssget/MM/SNAP/p2p-Gnutella25/p2p-Gnutella25.cbd,188066
/ssget/MM/SNAP/roadNet-PA/roadNet-PA.cbd,9865130
/ssget/MM/SNAP/roadNet-TX/roadNet-TX.cbd,12099370
/ssget/MM/SNAP/amazon0505/amazon0505.cbd,31911578
/ssget/MM/SNAP/higgs-twitter/higgs-twitter.cbd,1601068599
/ssget/MM/SNAP/com-Youtube/com-Youtube.cbd,2954940368
/ssget/MM/SNAP/wiki-Vote/wiki-Vote.cbd,4542805
/ssget/MM/SNAP/sx-superuser/sx-superuser.cbd,182151406
/ssget/MM/SNAP/amazon0302/amazon0302.cbd,6021131
/ssget/MM/SNAP/ca-CondMat/ca-CondMat.cbd,4127524
/ssget/MM/SNAP/p2p-Gnutella09/p2p-Gnutella09.cbd,108864
/ssget/MM/SNAP/p2p-Gnutella30/p2p-Gnutella30.cbd,330554
/ssget/MM/SNAP/p2p-Gnutella31/p2p-Gnutella31.cbd,538318
/ssget/MM/SNAP/p2p-Gnutella05/p2p-Gnutella05.cbd,136650
/ssget/MM/SNAP/as-caida/as-caida.cbd,29919302
/ssget/MM/SNAP/soc-sign-Slashdot081106/soc-sign-Slashdot081106.cbd,21584062
/ssget/MM/SNAP/cit-Patents/cit-Patents.cbd,82152992
/ssget/MM/SNAP/p2p-Gnutella08/p2p-Gnutella08.cbd,94194
/ssget/MM/SNAP/com-Amazon/com-Amazon.cbd,21356116
/ssget/MM/SNAP/wiki-Talk/wiki-Talk.cbd,1383166763
/ssget/MM/SNAP/soc-Epinions1/soc-Epinions1.cbd,39924100
/ssget/MM/SNAP/com-Orkut/com-Orkut.cbd,91485303308
/ssget/MM/SNAP/wiki-talk-temporal/wiki-talk-temporal.cbd,787037150
/ssget/MM/SNAP/as-Skitter/as-Skitter.cbd,32065521958
/ssget/MM/SNAP/as-735/as-735.cbd,4166041
/ssget/MM/SNAP/soc-Slashdot0902/soc-Slashdot0902.cbd,117126458
/ssget/MM/SNAP/soc-sign-epinions/soc-sign-epinions.cbd,95900856
/ssget/MM/SNAP/wiki-topcats/wiki-topcats.cbd,2662974839
/ssget/MM/SNAP/soc-sign-bitcoin-otc/soc-sign-bitcoin-otc.cbd,2301858
/ssget/MM/SNAP/wiki-RfA/wiki-RfA.cbd,11043651
/ssget/MM/SNAP/p2p-Gnutella24/p2p-Gnutella24.cbd,236075
/ssget/MM/SNAP/sx-stackoverflow/sx-stackoverflow.cbd,19688258838
/ssget/MM/SNAP/com-LiveJournal/com-LiveJournal.cbd,8580898768
/ssget/MM/SNAP/web-BerkStan/web-BerkStan.cbd,222498869
/ssget/MM/SNAP/email-EuAll/email-EuAll.cbd,50610762
/ssget/MM/SNAP/Oregon-1/Oregon-1.cbd,12434672
/ssget/MM/SNAP/email-Enron/email-Enron.cbd,51501448
/ssget/MM/SNAP/soc-sign-Slashdot090216/soc-sign-Slashdot090216.cbd,22202425
/ssget/MM/SNAP/ca-AstroPh/ca-AstroPh.cbd,25901092
/ssget/MM/SNAP/amazon0601/amazon0601.cbd,32373599
/ssget/MM/SNAP/web-NotreDame/web-NotreDame.cbd,64593748
/ssget/MM/SNAP/soc-LiveJournal1/soc-LiveJournal1.cbd,5915633945
/ssget/MM/SNAP/loc-Brightkite/loc-Brightkite.cbd,27274962
/ssget/MM/SNAP/cit-HepPh/cit-HepPh.cbd,6550654
/ssget/MM/SNAP/amazon0312/amazon0312.cbd,28379421
/ssget/MM/SNAP/com-DBLP/com-DBLP.cbd,45661510
/ssget/MM/SNAP/Oregon-2/Oregon-2.cbd,14582082
/ssget/MM/SNAP/p2p-Gnutella06/p2p-Gnutella06.cbd,135879
/ssget/MM/SNAP/soc-sign-bitcoin-alpha/soc-sign-bitcoin-alpha.cbd,1256332
/ssget/MM/SNAP/web-Google/web-Google.cbd,60687836
/ssget/MM/SNAP/soc-Slashdot0811/soc-Slashdot0811.cbd,111839175
/ssget/MM/SNAP/sx-askubuntu/sx-askubuntu.cbd,97352263
/ssget/MM/SNAP/ca-HepTh/ca-HepTh.cbd,651469
/ssget/MM/SNAP/email-Eu-core-temporal/email-Eu-core-temporal.cbd,1473463
/ssget/MM/SNAP/cit-HepTh/cit-HepTh.cbd,7473942
/ssget/MM/SNAP/ca-GrQc/ca-GrQc.cbd,488852
/ssget/MM/SNAP/p2p-Gnutella04/p2p-Gnutella04.cbd,180230
/ssget/MM/SNAP/web-Stanford/web-Stanford.cbd,44110669
/ssget/MM/SNAP/soc-sign-Slashdot090221/soc-sign-Slashdot090221.cbd,22639046
/ssget/MM/SNAP/roadNet-CA/roadNet-CA.cbd,17523394
/ssget/MM/SNAP/sx-mathoverflow/sx-mathoverflow.cbd,36877724
/ssget/MM/SNAP/email-Eu-core/email-Eu-core.cbd,1517103
/ssget/MM/SNAP/CollegeMsg/CollegeMsg.cbd,744395
/ssget/MM/SNAP/loc-Gowalla/loc-Gowalla.cbd,582700734
/ssget/MM/Hollinger/g7jac010sc/g7jac010sc.cbd,135306
/ssget/MM/Hollinger/mark3jac060sc/mark3jac060sc.cbd,1169682
/ssget/MM/Hollinger/jan99jac080sc/jan99jac080sc.cbd,1596965
/ssget/MM/Hollinger/mark3jac020/mark3jac020.cbd,381442
/ssget/MM/Hollinger/mark3jac120sc/mark3jac120sc.cbd,2352042
/ssget/MM/Hollinger/g7jac160sc/g7jac160sc.cbd,19220407
/ssget/MM/Hollinger/mark3jac100sc/mark3jac100sc.cbd,1957922
/ssget/MM/Hollinger/jan99jac120sc/jan99jac120sc.cbd,2461485
/ssget/MM/Hollinger/jan99jac040sc/jan99jac040sc.cbd,732445
/ssget/MM/Hollinger/mark3jac080sc/mark3jac080sc.cbd,1563802
/ssget/MM/Hollinger/g7jac040sc/g7jac040sc.cbd,1538270
/ssget/MM/Hollinger/mark3jac020sc/mark3jac020sc.cbd,381442
/ssget/MM/Hollinger/jan99jac120/jan99jac120.cbd,2461485
/ssget/MM/Hollinger/g7jac120sc/g7jac120sc.cbd,12949407
/ssget/MM/Hollinger/jan99jac080/jan99jac080.cbd,1596965
/ssget/MM/Hollinger/jan99jac100/jan99jac100.cbd,2029225
/ssget/MM/Hollinger/jan99jac100sc/jan99jac100sc.cbd,2029225
/ssget/MM/Hollinger/g7jac100/g7jac100.cbd,9813907
/ssget/MM/Hollinger/mark3jac040sc/mark3jac040sc.cbd,775562
/ssget/MM/Hollinger/mark3jac080/mark3jac080.cbd,1563802
/ssget/MM/Hollinger/g7jac200sc/g7jac200sc.cbd,25491407
/ssget/MM/Hollinger/g7jac140sc/g7jac140sc.cbd,16084907
/ssget/MM/Hollinger/g7jac180/g7jac180.cbd,22355907
/ssget/MM/Hollinger/g7jac020/g7jac020.cbd,389636
/ssget/MM/Hollinger/g7jac160/g7jac160.cbd,19220407
/ssget/MM/Hollinger/jan99jac040/jan99jac040.cbd,732445
/ssget/MM/Hollinger/g7jac140/g7jac140.cbd,16084907
/ssget/MM/Hollinger/mark3jac040/mark3jac040.cbd,775562
/ssget/MM/Hollinger/g7jac060/g7jac060.cbd,3827140
/ssget/MM/Hollinger/g7jac050sc/g7jac050sc.cbd,2568056
/ssget/MM/Hollinger/g7jac040/g7jac040.cbd,1538270
/ssget/MM/Hollinger/mark3jac060/mark3jac060.cbd,1169682
/ssget/MM/Hollinger/jan99jac060sc/jan99jac060sc.cbd,1164705
/ssget/MM/Hollinger/jan99jac020sc/jan99jac020sc.cbd,308925
/ssget/MM/Hollinger/mark3jac120/mark3jac120.cbd,2352042
/ssget/MM/Hollinger/g7jac080sc/g7jac080sc.cbd,6707912
/ssget/MM/Hollinger/jan99jac060/jan99jac060.cbd,1164705
/ssget/MM/Hollinger/g7jac200/g7jac200.cbd,25491407
/ssget/MM/Hollinger/g7jac060sc/g7jac060sc.cbd,3827140
/ssget/MM/Hollinger/mark3jac140sc/mark3jac140sc.cbd,2746162
/ssget/MM/Hollinger/g7jac100sc/g7jac100sc.cbd,9813907
/ssget/MM/Hollinger/g7jac120/g7jac120.cbd,12949407
/ssget/MM/Hollinger/g7jac020sc/g7jac020sc.cbd,389636
/ssget/MM/Hollinger/mark3jac140/mark3jac140.cbd,2746162
/ssget/MM/Hollinger/mark3jac100/mark3jac100.cbd,1957922
/ssget/MM/Hollinger/g7jac080/g7jac080.cbd,6707912
/ssget/MM/Hollinger/g7jac010/g7jac010.cbd,135306
/ssget/MM/Hollinger/g7jac180sc/g7jac180sc.cbd,22355907
